season,round,raceName,date,raceId,driverId,driverName,dob,nationality,constructorId,constructorName,grid,positionOrder,position,points,cumulative_points,constructor_cumulative_points,driver_standings,constructor_standings,fastestLap,fastestLapTime,fastestLapSpeed,isAusGP,isWinner,role,plotThisDriver,winnerConstructorName
2018,16,Russian Grand Prix,30/9/2018,1004,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,3,3,15,256,442,2,2,50,01:36.0,219.322,FALSE,FALSE,Winner,TRUE,Ferrari
2018,17,Japanese Grand Prix,7/10/2018,1005,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,8,6,6,8,264,460,2,2,53,01:32.3,226.447,FALSE,FALSE,Winner,TRUE,Ferrari
2018,18,United States Grand Prix,21/10/2018,1006,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,5,4,4,12,276,497,2,2,41,01:38.3,201.941,FALSE,FALSE,Winner,TRUE,Ferrari
2018,19,Mexican Grand Prix,28/10/2018,1007,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,4,2,2,18,294,530,2,2,49,01:19.5,194.844,FALSE,FALSE,Winner,TRUE,Ferrari
2018,20,Brazilian Grand Prix,11/11/2018,1008,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,6,6,8,302,553,2,2,71,01:10.8,219.005,FALSE,FALSE,Winner,TRUE,Ferrari
2018,21,Abu Dhabi Grand Prix,25/11/2018,1009,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,2,2,18,320,571,2,2,54,01:40.9,198.225,FALSE,FALSE,Winner,TRUE,Ferrari
2019,1,Australian Grand Prix,17/3/2019,1010,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,2,1,1,26,26,44,1,1,57,01:25.6,223.075,TRUE,TRUE,Winner,TRUE,Mercedes
2019,2,Bahrain Grand Prix,31/3/2019,1011,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,4,2,2,18,44,87,1,1,42,01:34.2,206.808,FALSE,FALSE,Winner,TRUE,Mercedes
2019,3,Chinese Grand Prix,14/4/2019,1012,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,2,2,18,62,130,2,1,38,01:34.9,206.842,FALSE,FALSE,Winner,TRUE,Mercedes
2019,4,Azerbaijan Grand Prix,28/4/2019,1013,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,1,1,25,87,173,1,1,50,01:44.0,207.748,FALSE,TRUE,Winner,TRUE,Mercedes
2019,5,Spanish Grand Prix,12/5/2019,1014,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,2,2,18,105,217,2,1,55,01:18.7,212.835,FALSE,FALSE,Winner,TRUE,Mercedes
2019,6,Monaco Grand Prix,26/5/2019,1015,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,2,3,3,15,120,257,2,1,65,01:15.2,159.828,FALSE,FALSE,Winner,TRUE,Mercedes
2019,7,Canadian Grand Prix,9/6/2019,1016,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,6,4,4,13,133,295,2,1,69,01:13.1,214.833,FALSE,FALSE,Winner,TRUE,Mercedes
2019,8,French Grand Prix,23/6/2019,1017,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,2,2,2,18,151,338,2,1,43,01:33.6,224.725,FALSE,FALSE,Winner,TRUE,Mercedes
2019,9,Austrian Grand Prix,30/6/2019,1018,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,3,3,3,15,166,363,2,1,53,01:08.6,226.716,FALSE,FALSE,Winner,TRUE,Mercedes
2019,10,British Grand Prix,14/7/2019,1019,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,2,2,18,184,407,2,1,47,01:27.4,242.633,FALSE,FALSE,Winner,TRUE,Mercedes
2019,11,German Grand Prix,28/7/2019,1020,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,3,15,,0,184,409,2,1,54,01:18.3,210.374,FALSE,FALSE,Winner,TRUE,Mercedes
2019,12,Hungarian Grand Prix,4/8/2019,1021,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,2,8,8,4,188,438,2,1,59,01:19.3,198.807,FALSE,FALSE,Winner,TRUE,Mercedes
2019,13,Belgian Grand Prix,1/9/2019,1022,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,4,3,3,15,203,471,2,1,27,01:46.5,236.832,FALSE,FALSE,Winner,TRUE,Mercedes
2019,14,Italian Grand Prix,8/9/2019,1023,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,3,2,2,18,221,505,2,1,47,01:22.9,251.69,FALSE,FALSE,Winner,TRUE,Mercedes
2019,15,Singapore Grand Prix,22/9/2019,1024,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,5,5,5,10,231,527,2,1,58,01:43.5,176.046,FALSE,FALSE,Winner,TRUE,Mercedes
2019,16,Russian Grand Prix,29/9/2019,1025,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,4,2,2,18,249,571,2,1,50,01:36.3,218.58,FALSE,FALSE,Winner,TRUE,Mercedes
2019,17,Japanese Grand Prix,13/10/2019,1026,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,3,1,1,25,274,612,2,1,49,01:31.9,227.571,FALSE,TRUE,Winner,TRUE,Mercedes
2019,18,Mexican Grand Prix,27/10/2019,1027,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,6,3,3,15,289,652,2,1,66,01:19.5,194.912,FALSE,FALSE,Winner,TRUE,Mercedes
2019,19,United States Grand Prix,3/11/2019,1028,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,1,1,25,314,695,2,1,37,01:37.0,204.696,FALSE,TRUE,Winner,TRUE,Mercedes
2019,20,Brazilian Grand Prix,17/11/2019,1029,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,4,20,,0,314,701,2,1,43,01:10.7,219.417,FALSE,FALSE,Winner,TRUE,Mercedes
2019,21,Abu Dhabi Grand Prix,1/12/2019,1030,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,20,4,4,12,326,739,2,1,31,01:39.7,200.515,FALSE,FALSE,Winner,TRUE,Mercedes
2022,1,Bahrain Grand Prix,20/3/2022,1074,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,1,1,26,26,44,1,1,51,01:34.6,206.018,FALSE,TRUE,Winner,TRUE,Ferrari
2022,2,Saudi Arabian Grand Prix,27/3/2022,1075,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,2,2,2,19,45,78,1,1,48,01:31.6,242.556,FALSE,FALSE,Winner,TRUE,Ferrari
2022,3,Australian Grand Prix,10/4/2022,1076,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,1,1,26,71,104,1,1,58,01:20.3,236.74,TRUE,TRUE,Winner,TRUE,Ferrari
2022,4,Emilia Romagna Grand Prix,24/4/2022,1077,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,2,6,6,8,79,112,1,1,63,01:18.6,224.914,FALSE,FALSE,Winner,TRUE,Ferrari
2022,5,Miami Grand Prix,8/5/2022,1078,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,2,2,18,97,145,1,1,53,01:31.5,212.959,FALSE,FALSE,Winner,TRUE,Ferrari
2022,6,Spanish Grand Prix,22/5/2022,1079,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,20,,0,97,157,2,2,25,01:27.0,193.381,FALSE,FALSE,Winner,TRUE,Ferrari
2022,7,Monaco Grand Prix,29/5/2022,1080,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,4,4,12,109,187,2,2,46,01:16.2,157.552,FALSE,FALSE,Winner,TRUE,Ferrari
2022,8,Azerbaijan Grand Prix,12/6/2022,1081,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,19,,0,109,187,3,2,13,01:47.5,200.972,FALSE,FALSE,Winner,TRUE,Ferrari
2022,9,Canadian Grand Prix,19/6/2022,1082,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,19,5,5,10,119,216,3,2,62,01:15.9,206.843,FALSE,FALSE,Winner,TRUE,Ferrari
2022,10,British Grand Prix,3/7/2022,1083,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,3,4,4,12,131,253,3,2,52,01:31.3,232.33,FALSE,FALSE,Winner,TRUE,Ferrari
2022,11,Austrian Grand Prix,10/7/2022,1084,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,2,1,1,25,156,278,2,2,62,01:07.6,230.01,FALSE,TRUE,Winner,TRUE,Ferrari
2022,12,French Grand Prix,24/7/2022,1085,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,19,,0,156,289,2,2,4,01:38.1,214.411,FALSE,FALSE,Winner,TRUE,Ferrari
2022,13,Hungarian Grand Prix,31/7/2022,1086,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,3,6,6,8,164,309,2,2,57,01:21.6,193.227,FALSE,FALSE,Winner,TRUE,Ferrari
2022,14,Belgian Grand Prix,28/8/2022,1087,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,15,6,6,8,172,332,3,2,44,01:50.0,229.255,FALSE,FALSE,Winner,TRUE,Ferrari
2022,15,Dutch Grand Prix,4/9/2022,1088,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,2,3,3,15,187,351,3,2,62,01:14.4,206.044,FALSE,FALSE,Winner,TRUE,Ferrari
2022,16,Italian Grand Prix,11/9/2022,1089,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,2,2,18,205,381,2,2,38,01:24.3,247.282,FALSE,FALSE,Winner,TRUE,Ferrari
2022,17,Singapore Grand Prix,2/10/2022,1091,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,2,2,18,223,414,3,2,54,01:48.8,167.598,FALSE,FALSE,Winner,TRUE,Ferrari
2022,18,Japanese Grand Prix,9/10/2022,1092,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,2,3,3,15,238,429,3,2,10,01:44.5,200.07,FALSE,FALSE,Winner,TRUE,Ferrari
2022,19,United States Grand Prix,23/10/2022,1093,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,12,3,3,15,253,444,3,2,37,01:39.7,199.003,FALSE,FALSE,Winner,TRUE,Ferrari
2022,20,Mexico City Grand Prix,30/10/2022,1094,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,7,6,6,8,261,462,3,2,48,01:22.6,187.576,FALSE,FALSE,Winner,TRUE,Ferrari
2022,21,São Paulo Grand Prix,13/11/2022,1095,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,5,4,4,12,273,489,3,2,63,01:14.3,208.912,FALSE,FALSE,Winner,TRUE,Ferrari
2022,22,Abu Dhabi Grand Prix,20/11/2022,1096,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,3,2,2,18,291,519,2,2,48,01:29.7,211.901,FALSE,FALSE,Winner,TRUE,Ferrari
2023,1,Bahrain Grand Prix,5/3/2023,1098,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,25,25,43,1,1,44,01:36.2,202.452,FALSE,TRUE,Winner,TRUE,Red Bull
2023,2,Saudi Arabian Grand Prix,19/3/2023,1099,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,15,2,2,19,44,87,1,1,50,01:31.9,241.838,FALSE,FALSE,Winner,TRUE,Red Bull
2023,3,Australian Grand Prix,2/4/2023,1100,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,25,69,123,1,1,49,01:20.3,236.498,TRUE,TRUE,Winner,TRUE,Red Bull
2023,4,Azerbaijan Grand Prix,30/4/2023,1101,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,2,2,2,18,87,166,1,1,51,01:44.2,207.333,FALSE,FALSE,Winner,TRUE,Red Bull
2023,5,Miami Grand Prix,7/5/2023,1102,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,9,1,1,26,113,210,1,1,56,01:29.7,217.184,FALSE,TRUE,Winner,TRUE,Red Bull
2023,6,Monaco Grand Prix,28/5/2023,1104,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,25,138,235,1,1,23,01:16.6,156.822,FALSE,TRUE,Winner,TRUE,Red Bull
2023,7,Spanish Grand Prix,4/6/2023,1105,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,26,164,273,1,1,61,01:16.3,219.641,FALSE,TRUE,Winner,TRUE,Red Bull
2023,8,Canadian Grand Prix,18/6/2023,1106,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,25,189,307,1,1,68,01:15.6,207.683,FALSE,TRUE,Winner,TRUE,Red Bull
2023,9,Austrian Grand Prix,2/7/2023,1107,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,26,215,348,1,1,71,01:07.0,231.97,FALSE,TRUE,Winner,TRUE,Red Bull
2023,10,British Grand Prix,9/7/2023,1108,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,26,241,382,1,1,42,01:30.3,234.922,FALSE,TRUE,Winner,TRUE,Red Bull
2023,11,Hungarian Grand Prix,23/7/2023,1109,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,2,1,1,26,267,423,1,1,53,01:20.5,195.91,FALSE,TRUE,Winner,TRUE,Red Bull
2023,12,Belgian Grand Prix,30/7/2023,1110,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,6,1,1,25,292,466,1,1,32,01:48.9,231.49,FALSE,TRUE,Winner,TRUE,Red Bull
2023,13,Dutch Grand Prix,27/8/2023,1111,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,25,317,503,1,1,58,01:13.9,207.505,FALSE,TRUE,Winner,TRUE,Red Bull
2023,14,Italian Grand Prix,3/9/2023,1112,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,2,1,1,25,342,546,1,1,33,01:25.2,244.659,FALSE,TRUE,Winner,TRUE,Red Bull
2023,15,Singapore Grand Prix,17/9/2023,1113,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,11,5,5,10,352,560,1,1,61,01:36.6,184.147,FALSE,FALSE,Winner,TRUE,Red Bull
2023,16,Japanese Grand Prix,24/9/2023,1114,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,26,378,586,1,1,39,01:34.2,221.963,FALSE,TRUE,Winner,TRUE,Red Bull
2023,17,Qatar Grand Prix,8/10/2023,1115,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,26,404,613,1,1,56,01:24.3,231.364,FALSE,TRUE,Winner,TRUE,Red Bull
2023,18,United States Grand Prix,22/10/2023,1116,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,6,1,1,25,429,650,1,1,40,01:40.0,198.412,FALSE,TRUE,Winner,TRUE,Red Bull
2023,19,Mexico City Grand Prix,29/10/2023,1117,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,3,1,1,25,454,675,1,1,40,01:21.6,189.78,FALSE,TRUE,Winner,TRUE,Red Bull
2023,20,São Paulo Grand Prix,5/11/2023,1118,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,25,479,712,1,1,68,01:13.4,211.277,FALSE,TRUE,Winner,TRUE,Red Bull
2023,21,Las Vegas Grand Prix,19/11/2023,1119,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,2,1,1,25,504,752,1,1,44,01:35.6,233.476,FALSE,TRUE,Winner,TRUE,Red Bull
2023,22,Abu Dhabi Grand Prix,26/11/2023,1120,830,Max Verstappen,30/9/1997,Dutch,9,Red Bull,1,1,1,26,530,790,1,1,45,01:27.0,218.541,FALSE,TRUE,Winner,TRUE,Red Bull
2024,1,Bahrain Grand Prix,2/3/2024,1121,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,4,3,3,15,15,15,3,2,44,01:34.5,206.156,FALSE,FALSE,Winner,TRUE,Ferrari
2024,3,Australian Grand Prix,24/3/2024,1123,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,2,1,1,25,40,74,4,2,48,01:20.0,237.418,TRUE,TRUE,Winner,TRUE,Ferrari
2024,4,Japanese Grand Prix,7/4/2024,1124,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,4,3,3,15,55,108,4,2,46,01:33.8,222.772,FALSE,FALSE,Winner,TRUE,Ferrari
2024,5,Chinese Grand Prix,21/4/2024,1125,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,7,5,5,10,65,130,4,2,19,01:39.8,196.7,FALSE,FALSE,Winner,TRUE,Ferrari
2024,6,Miami Grand Prix,5/5/2024,1126,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,3,5,5,10,75,152,5,2,55,01:30.9,214.27,FALSE,FALSE,Winner,TRUE,Ferrari
2024,7,Emilia Romagna Grand Prix,19/5/2024,1127,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,4,5,5,10,85,177,5,2,63,01:20.2,220.299,FALSE,FALSE,Winner,TRUE,Ferrari
2024,8,Monaco Grand Prix,26/5/2024,1128,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,3,3,3,15,100,207,4,2,\N,\N,\N,FALSE,FALSE,Winner,TRUE,Ferrari
2024,9,Canadian Grand Prix,9/6/2024,1129,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,12,16,,0,100,232,4,2,51,01:19.0,198.837,FALSE,FALSE,Winner,TRUE,Ferrari
2024,10,Spanish Grand Prix,23/6/2024,1130,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,6,6,6,8,108,240,4,2,39,01:18.5,213.463,FALSE,FALSE,Winner,TRUE,Ferrari
2024,11,Austrian Grand Prix,30/6/2024,1131,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,4,3,3,15,123,265,4,2,56,01:09.3,224.369,FALSE,FALSE,Winner,TRUE,Ferrari
2024,12,British Grand Prix,7/7/2024,1132,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,7,5,5,11,134,276,4,2,52,01:28.3,240.195,FALSE,FALSE,Winner,TRUE,Ferrari
2024,13,Hungarian Grand Prix,21/7/2024,1133,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,4,6,6,8,142,284,4,3,53,01:21.4,193.656,FALSE,FALSE,Winner,TRUE,Ferrari
2024,14,Belgian Grand Prix,28/7/2024,1134,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,7,6,6,8,150,304,5,3,44,01:46.4,237.057,FALSE,FALSE,Winner,TRUE,Ferrari
2024,15,Dutch Grand Prix,25/8/2024,1135,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,10,5,5,10,160,329,5,3,40,01:14.1,206.867,FALSE,FALSE,Winner,TRUE,Ferrari
2024,16,Italian Grand Prix,1/9/2024,1136,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,5,4,4,12,172,356,5,3,53,01:23.2,250.601,FALSE,FALSE,Winner,TRUE,Ferrari
2024,17,Azerbaijan Grand Prix,15/9/2024,1137,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,3,18,18,0,172,381,5,3,46,01:46.9,202.223,FALSE,FALSE,Winner,TRUE,Ferrari
2024,18,Singapore Grand Prix,22/9/2024,1138,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,10,7,7,6,178,405,5,3,15,01:36.6,184.173,FALSE,FALSE,Winner,TRUE,Ferrari
2024,19,United States Grand Prix,20/10/2024,1139,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,3,2,2,18,196,433,5,3,42,01:37.8,203.009,FALSE,FALSE,Winner,TRUE,Ferrari
2024,20,Mexico City Grand Prix,27/10/2024,1140,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,1,1,1,25,221,483,5,2,62,01:20.1,193.348,FALSE,TRUE,Winner,TRUE,Ferrari
2024,21,São Paulo Grand Prix,3/11/2024,1141,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,0,16,,0,221,499,5,2,19,01:24.2,184.23,FALSE,FALSE,Winner,TRUE,Ferrari
2024,22,Las Vegas Grand Prix,23/11/2024,1142,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,2,3,3,15,236,524,5,2,44,01:35.9,232.84,FALSE,FALSE,Winner,TRUE,Ferrari
2024,23,Qatar Grand Prix,1/12/2024,1143,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,7,6,6,8,244,544,5,2,52,01:23.5,233.731,FALSE,FALSE,Winner,TRUE,Ferrari
2024,24,Abu Dhabi Grand Prix,8/12/2024,1144,832,Carlos Sainz,1/9/1994,Spanish,6,Ferrari,3,2,2,18,262,580,5,2,55,01:27.8,216.619,FALSE,FALSE,Winner,TRUE,Ferrari